@mahirdesain,12/29/2014,Headline - Hikmah dalam Musibah Banjir: Oleh Ustadz Ammi Nur Baits?INILAHCOM  Jakarta--Kita semua tentu sangat... http://bit.ly/1ttyMEf?,2,,,
@chirpstory,12/29/2014,Abal-abalkah Tuduhan @MetroTV Tak Siarkan Banjir Jakarta?http://chirpstory.com/li/245065?pic.twitter.com/2cjQ4uIQYP,2,,,
@kompaskampus,12/29/2014,Ternyata masih ada banjir yg lebih parah dr Jakarta. Banjir di Malaysia tewaskan 24 org. #BacaKompaspic.twitter.com/2lqPSHNGmd,3,,,
@didi_ng,12/29/2014,"Gpp cuma 1 hari""@ssirah: ?@VIVAnews Wagub Djarot: Jakarta Belum Bisa Bebas Banjir http://dlvr.it/7y9Czk? http://t? kerja ente ngapain aja?!""",2,,,
@f4therkels,12/29/2014,jakarta memang udah bebas banjir dr dulu  para ahli oxford sudah membuktikan itu pada saat musim kemarau ?(???)?,2,,,
@sugengrusmanton,12/29/2014,Awal tahun 2015 semoga tidak banjir di Jakarta klau hujan boleh pas malam tahun baru juga krn hujan adalah rahmat Allah swt  @info_Jakarta,2,,,
@propertidata,12/29/2014,Drainase Buruk Penyebab Banjir Jakarta http://news.propertidata.com/drainase-buruk-penyebab-banjir-jakarta/?? #properti #rumah #jakarta pic.twitter.com/GKiEDn3NYp,2,,,
@IvanBoediman,12/29/2014,Banjir Masih Kepung Jakarta Hingga Sabtu Sore  Ini Lokasinya http://fb.me/864D47Q2y?,3,,,
@MahasiswaYeah,12/29/2014,Mahasiswa Aceh Galang Bantuan Banjir di Jakarta - Serambi Indonesia http://dlvr.it/7yG07M?,2,,,
@BPBDJakarta,12/29/2014,Pengurasan sal di jl.Dr.satrio Kuningan Jakarta Selatan #banjir @petajkt @PoskoDPUDKIpic.twitter.com/NT6D5Ax6jY,3,,,
@UCLN_Bola,12/29/2014,TAK BERANI LIPUT BANJIR JAKARTA  METROTV DISERBU NETIZEN\n\nBanjir yang terjadi di Jakarta hari ini  Sabtu  27... http://fb.me/2c7GV3Xnl?,2,,,
@serambinews,12/29/2014,Mahasiswa Aceh Galang Bantuan Banjir di Jakarta http://bit.ly/1AdkcBj?,2,,,
@marimar_auw,12/29/2014,Ga penting. Yg penting kerja & ibadah nyaman  bebas macet & banjir  |@tvOneNews Jakarta Diprediksi Masuk Kota Mode Terbaik Dunia,2,,,
@PuHabaAceh,12/29/2014,Google News |  Mahasiswa Aceh Galang Bantuan Banjir di Jakarta - Serambi Indonesia http://dlvr.it/7yFT4f?,2,,,
@urban_indo,12/29/2014,Rumah Lokasi Strategis..bebas Banjir. Cilandak  Jakarta Selatan #rumah #dijual 3 35mily #cilandak http://urbanindo.com/p/KXNUNX?,2,,,
@BeritaJakarta,12/29/2014,POTRET JAKARTA: Penjelasan titik rawan banjir saat rapat membahas antisipasi banjir dan aset daerah  di Balaikota DKI pic.twitter.com/TMVp1YeAFZ,2,,,
@PuisiSelamat,12/29/2014,#Sabtu    Info Jakarta @infojekardah     :Sabtu Pagi  Jakarta Timur Banjir Lagi - http://Tempo.co?? http...  http://goo.gl/PGI95U?,3,,,
@dekiben,12/29/2014,Honda Servis Gratis Motor Mogok di Bandung: Jakarta - PT Astra Honda Motor membantu korban banjir di kawasan? http://dlvr.it/7yDn3R?,2,,,
@BeritaJakarta,12/29/2014,POTRET JAKARTA: Suasana ruang rapat membahas antisipasi banjir serta aset daerah  di Balaikota DKI  Senin (29/12). pic.twitter.com/wYw4rNXpe7,2,,,
@ATAPsegitigacom,12/28/2014,Benarkah drainase buruk menjadi penyebab banjir di Jakarta ?\nSimak link nya di bawah ini:... http://fb.me/1DD9dDf7M?,2,,,
@saniscara_,12/28/2014,"3.""Gempa gunung mau meletus banjir  tsunami Jakarta akan jadi lautan api. Akan ada gempa yg bikin gedung2 listriknya kongslet dan .. #KAFIR",2,,,
@BeritaJakarta,12/28/2014,POTRET JAKARTA: Peserta rapat Antisipasi Banjir dan Aset Daerah  di Balaikota DKI Jakarta  Senin (29/12). pic.twitter.com/cOYWgFgDZk,2,,,
@ShiksinModeles,12/28/2014,53 RT @rapproseha: yoonabello bbm turun jakarta ga macet ga banjir iphone 6 harganya jadi kek esia hidayah #ChuwNewYear,2,,,
@yogiprastiyo,12/28/2014,Banjir RT @ssirah: pesta muluk  prestasi pemprov apaan? ?@SonoraFM92 Pemprov DKI Jkt kembali menyelenggarakan Jakarta http://tmi.me/1eVdoK?,2,,,
@sasasontiva,12/28/2014,"Ndk lo do  eh  selamat ulang tahun yo pak dekk ;)  semoga lulus UN  dan SNMPTN.. Amiinn""@DekaAdila: Iyoo  Jakarta banjir yoh ? ?",2,,,
@DekaAdila,12/28/2014,"Iyoo  Jakarta banjir yoh ?  ""@sasasontiva: Lamak lai :(   ""DekaAdila: Iyo sa  baru tibo tadi jam 4 ""@sasasontiva: Pulang pak dek ?""""",2,,,
@newsmerahputih,12/28/2014,http://goo.gl/P3UHLc? Banjir di Jakarta Sulit Dihilangkan,2,,,
@Filauhim_48,12/28/2014,Jakarta banjir kayak paketan BBM aja  udah langganan :v,2,,,
@KartoDiansyah,12/28/2014,JAKARTA BANJIR  METRO TV PURA-PURA GAK TAU\nTak Liput Banjir Jakarta  Metro TV Dibanjiri Sindiran Netizen\nMau jaga... http://fb.me/40GhPnTc8?,1,,,
@info_Jakarta,12/28/2014,Warga Jakarta Diminta tak Cemaskan Banjir http://bit.ly/1wWs74P?,2,,,
@info_Jakarta,12/28/2014,Djarot yakin pompa air mampu atasi banjir Jakarta http://bit.ly/1wWs5Kn?,2,,,
@beni_pilia,12/28/2014,"Jakarta bisa nggak ya ? ""@IslamLurus: Batalkan Acara Sambut Tahun Baru  Malaysia Alihkan Dana Untuk Korban Banjir @AntiLiberalNews""",2,,,
@GreenMapJakarta,12/28/2014,Peta situ dan waduk di Jakarta dibuat untuk mengenali kondisi wilayah di sekitar situ dan waduk serta kaitannya dengan banjir di Jakarta.,2,,,
@Aktualco,12/28/2014,Pemukiman di Bantaran Sungai  Salah Satu Penyebab Banjir Jakarta http://aktual.co/137720?,2,,,
@Entah_,12/28/2014,"Pemukiman di Bantaran Sungai  Salah Satu Penyebab Banjir Jakarta: \n""Terutama yang mengalami pendan... http://bit.ly/1HUuy9x? #Kabari",2,,,
@DKI24Jam,12/28/2014,Warga Jakarta Diminta tak Cemaskan Banjir - Metro TV News http://bit.ly/1HUtRNl?,2,,,
@YanuardyCandra,12/28/2014,@Merryprincess_ @VitaBhirawa Di Metro tv gak ada berita banjir jakarta,2,,,
@ofMOM,12/28/2014,Aneh itu  saat jaman jokowi Jakarta 'aman' dari banjir. Eh  sekarang wagub baru ngeluh Jakarta belum bisa bebas banjir. #eh,2,,,
@Jakarta_Today,12/28/2014,Wagub DKI: Jakut Siap Hadapi Banjir - Poskotanews http://bit.ly/1tcSDSb? #JakUt #Jakarta,2,,,
@grechrist,12/28/2014,Warga Jakarta Diminta tak Cemaskan Banjir: Pemprov DKI menyiapkan banyak pompa air untuk mengisap genangan air... http://bit.ly/1tcQTIw?,2,,,
@FJBBONTANG,12/28/2014,Warga Jakarta Diminta tak Cemaskan Banjir - Metro TV News http://dlvr.it/7yB2qn?,2,,,
@kaosMurah_new,12/28/2014,Banjir Landa Malaysia  100 Ribu Warga Dievakuasi:  Tidak hanya Jakarta  banjir juga melanda negara tetangga ki... http://bit.ly/1EzSS44?,3,,,
@EdupaintHiyoto,12/28/2014,Guyuran hujan deras yang tidak didukung dengan sistem drainase yang buruk penyebab banjir di Jakarta. Stay safe ya!,2,,,
@Headlinenews_,12/28/2014,Warga Jakarta Diminta tak Cemaskan Banjir: Pemprov DKI menyiapkan banyak pompa air untuk mengisap genangan air... http://bit.ly/1tcQTIw?,2,,,
@PuisiSelamat,12/28/2014,#Sabtu    Info Jakarta @infojekardah     :Sabtu Pagi  Jakarta Timur Banjir Lagi - http://Tempo.co?? http...  http://goo.gl/PGI95U?,3,,,
@ragiel_joe,12/28/2014,"Yang bilang gak pernah ngerasain banjir ""@Metro_TV: Warga Jakarta Diminta tak Cemaskan Banjir http://metrotvn.ws/A337968?""",2,,,
@87_julay,12/28/2014,"kalau udah 5 meter lebih ngak cemas tuh!  ""@Metro_TV: Warga Jakarta Diminta tak Cemaskan Banjir http://metrotvn.ws/A337968?""",2,,,
@sugionosuw,12/28/2014,Warga Jakarta Diminta tak Cemaskan Banjir: Pemprov DKI menyiapkan banyak pompa air untuk mengisap genangan air... http://bit.ly/1tcQTIw?,2,,,
@info_Jakarta,12/28/2014,Wagub Djarot: Jakarta Belum Bisa Bebas Banjir http://bit.ly/1tt1WmW?,2,,,
@TrafficJakarta,12/28/2014,#berita | Wagub Djarot: Jakarta Belum Bisa Bebas Banjir: Selama normalisasi kali belum selesai dilakukan. http://bit.ly/1EzUgnk?,2,,,
@daeng_nico,12/28/2014,lah bagaimana sih  lawong kebanjiran   masa ga cemas? RT @Metro_TV: Warga Jakarta Diminta tak Cemaskan Banjir http://metrotvn.ws/A337968?,2,,,
@Metro_TV,12/28/2014,Warga Jakarta Diminta tak Cemaskan Banjir http://metrotvn.ws/A337968?,2,,,
@ICI_Jakarta,12/28/2014,Akhir Tahun ini ternyata banyak musibah  dari longsor  banjir  kebakaran dan terakhir insiden hilangnya Pesawat AirAsia,2,,,
@AN_Aziz_,12/28/2014,Djarot yakin pompa air mampu atasi banjir Jakarta: Pompa-pompa itu kini disebar di beberapa titik untuk menyed... http://bit.ly/1Bjt86d?,2,,,
@Awalludin_554,12/28/2014,kalo jakarta itu cuma 'genangan' ya? #eh RT @detikcom Banjir Landa Malaysia  100 Ribu Warga\nDievakuasi http://de.tk/69Skm0?,3,,,
@chirpstory,12/28/2014,Makin diminati: ?[FOTO] LAPORAN LAPANGAN BANJIR JAKARTA 26 DES 2014? dari .@SandiIswahyudihttp://chirpstory.com/li/245036?,3,,,
@KingMpeb,12/28/2014,"Jadi  koar2 soal Banjir & Macet itu? @VIVAnews: Wagub Djarot: Jakarta Belum Bisa Bebas Banjir http://dlvr.it/7y9Czk? pic.twitter.com/U7W3a2Pfad""",2,,,
@ondemande9,12/28/2014,AntiLiberalNews - Lagi-lagi Metro TV bikin ulah. Setelah tak meliput banjir Jakarta kemarin  kini  Ahad 28 Des... http://bit.ly/1tcNTMr?,2,,,
@yusufcaesar,12/28/2014,Banjir di Jakarta tidak diliput.\nBanjir di Malaysia di liput.\nAda apa dengan dirimu  MetroTV?,2,,,
@PuisiSelamat,12/28/2014,#Sabtu    Info Jakarta @infojekardah     :Sabtu Pagi  Jakarta Timur Banjir Lagi - http://Tempo.co?? http...  http://goo.gl/PGI95U?,3,,,
@rohmanation,12/28/2014,"Bukan belum bisa.. emang enggak bisa""@VIVAnews: Wagub Djarot: Jakarta Belum Bisa Bebas Banjir http://dlvr.it/7y9Czk? pic.twitter.com/fhxahqOPzT""",2,,,
@Brother_Jst,12/28/2014,[METRO] Wagub Djarot: Jakarta Belum Bisa Bebas Banjir: Selama normalisasi kali belum selesai ... http://bit.ly/1BjnNvs? #PrabowoHattaNo1,2,,,
@yusejahtera,12/28/2014,"Lah kata ahok wkt debat pilgub????? @VIVAnews: Wagub Djarot: Jakarta Belum Bisa Bebas Banjir http://dlvr.it/7y9Czk? pic.twitter.com/dxCkxcXqQo""",2,,,
@MyAnshari,12/28/2014,"PakWaGubDKI Rasional RT""@VIVAnews: Wagub Djarot: Jakarta Belum Bisa Bebas Banjir http://ln.is/dlvr.it/IHZFA? @PintarPolitik",2,,,
@DikySoemarno,12/28/2014,Kelantan FA batal menghadapi Persija Jakarta dalam laga ujicoba karena banjir besar yang melanda pantai timur semenanjung Malaysia,3,,,
@MsEcin,12/28/2014,Wah kan @jokowi_do2 dah jd presiden? RT @VIVAnews: Wagub Djarot: Jakarta Blm Bisa Bebas Banjir http://dlvr.it/7y9DGv?pic.twitter.com/iogOaasekR,2,,,
@Arisfivedragon,12/28/2014,#SinagaNews Wagub Djarot: Jakarta Belum Bisa Bebas Banjir: Selama normalisasi kali belum selesai dilakukan. http://bit.ly/1BjnNvs?,2,,,
@whatsonTVONE,12/28/2014,Wagub Djarot: Jakarta Belum Bisa Bebas Banjir http://dlvr.it/7y9Czk?pic.twitter.com/DMCUYfpoEt,2,,,
@Febriefs,12/28/2014,#newnupdate Wagub Djarot: Jakarta Belum Bisa Bebas Banjir: Selama normalisasi kali belum se... http://bit.ly/1EzLHsN? #mentionforfolback,2,,,
@VIVAcoid,12/28/2014,Wagub Djarot: Jakarta Belum Bisa Bebas Banjir http://dlvr.it/7y9DGv?pic.twitter.com/vtnFFK2Vp0,2,,,
@beritaaceh,12/28/2014,Mahasiswa Jakarta galang bantuan untuk banjir Aceh http://bit.ly/1EzN8Y0? #BeritaAceh,2,,,
@aarianto10,12/28/2014,Wagub Djarot: Jakarta Belum Bisa Bebas Banjir: Selama normalisasi kali belum selesai dilakukan. http://bit.ly/1EzLSEj?,2,,,
@Kab_Banyuwangi,12/28/2014,Wagub Djarot: Jakarta Belum Bisa Bebas Banjir: Selama normalisasi kali belum selesai dilakukan. http://bit.ly/1EzLHsN?,2,,,
@IndoX9,12/28/2014,Wagub Djarot: Jakarta Belum Bisa Bebas Banjir http://ow.ly/2SDO0f?,2,,,
@rmolco,12/28/2014,Wagub Jakarta Klaim Semua Pompa Air Berfungsi dan Bisa Kurangi Banjir http://bit.ly/1AcX31P?,2,,,
@eloramedia,12/28/2014,Banjir Surut  Warga Kampung Pulo Benahi Rumah Dari Lumpur: Jakarta -?Banjir yang menggenangi pemukiman wilayah... http://bit.ly/1HUdksK?,2,,,
@dnanto78,12/28/2014,#YangMuda Bencana Banjir Batalkan Rencana Ujicoba Persija: INILAHCOM  Jakarta - Rencana ujico... http://adf.dwi-nanto.web.id/mw6? @MajalahInternet,2,,,
@A5rhy,12/28/2014,Wagub Jakarta Klaim Semua Pompa Air Berfungsi dan Bisa Kurangi Banjir: Banjir Jakarta akan berkurang memasuki ... http://bit.ly/1AcVykf?,2,,,
@mahirdesain,12/28/2014,Bencana Banjir Batalkan Rencana Ujicoba Persija: INILAHCOM  Jakarta - Rencana ujicoba Persija Jakarta kontra k... http://bit.ly/1BjaFGJ?,2,,,
@mhmmdfdhll,12/28/2014,"Solusi bagus nih""@MetroTipi: Atasi Banjir Jakarta  Ahok Berencana Akan Panggil Avatar Pengendali Air""",2,,,
@BabaraviSirajBz,12/28/2014,[FOTO] LAPORAN LAPANGAN BANJIR JAKARTA 26 DES 2014 - Chirpstory http://chirpstory.com/li/245036? lewat @chirpstory,3,,,
@BabaraviSirajBz,12/28/2014,Abal-Abalkah TUDUHAN ke Metro TV Tak Siarkan BANJIR Jakarta? - Chirpstory http://chirpstory.com/li/245065? lewat @chirpstory,2,,,
@icansitumorang,12/28/2014,Jakarta banjir itu salah gubernur sebelum2nya  si SBY itu  pks  barack obama  kurt cobain  marc andre ter stegen. Bukan jokotron,2,,,
@mahirdesain,12/28/2014,Bencana Banjir Batalkan Rencana Ujicoba Persija: INILAHCOM  Jakarta - Rencana ujicoba Persija Jakarta kontra k... http://bit.ly/1EzwWpV?,2,,,
@ASQIRESNAWAN,12/28/2014,Tak Liput Banjir Jakarta  Metro TV Dibanjiri Sindiran Netizen | Muslimina http://shar.es/1Hq3ho? lewat @sharethis,1,,,
@ASQIRESNAWAN,12/28/2014,Tak Liput Banjir Jakarta  Metro TV Dibanjiri Sindiran Netizen | Muslimina https://lnkd.in/byZ-5-N?,1,,,
@capumoni_,12/28/2014,Pertolongan Pertama Saat Motor ?Ngadat? Akibat Banjir: JAKARTA (DP)?Intensitas curah hujan di Jakarta saat ini... http://bit.ly/1tcwh3o?,2,,,
@RBicara,12/28/2014,22. membangun 30 ribu Puskesmas  membuka 3 juta lahan pertania per tahun  dan membenahi Jakarta dari banjir dan kemacetan.,2,,,
@PuisiSelamat,12/28/2014,#Sabtu    Info Jakarta @infojekardah     :Sabtu Pagi  Jakarta Timur Banjir Lagi - http://Tempo.co?? http...  http://goo.gl/PGI95U?,2,,,
@pkskabtng,12/28/2014,"Buktikan ""@kangwawanromli: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://blackberryappgenerator.com/mip/pct.jsp?p=967064409_576233??""",2,,,
@Maritime_Magz,12/28/2014,Banjir Jakarta  Sedimentasi Teluk Jakarta Kian Akut - http://maritimemagz.com/banjir-jakarta-sedimentasi-teluk-jakarta-kian-akut/??,2,,,
@TyaNyunnyun,12/28/2014,Hmm.. Jakarta mulai Banjir  Minggu kemaren otw Jogja ngangkut-ngangkut koper ... :D http://instagram.com/p/xK1F7JzNff/?,2,,,
@panangkalaan2,12/28/2014,Lagi-lagi Metro TV bikin ulah. Setelah tak meliput banjir Jakarta kemarin  kini  Ahad 28 Desember 2014  Metro TV... http://fb.me/3Kli95kgw?,2,,,
@gareng200,12/28/2014,"Gub nya PKS RT @tannusantara: ""Sibuk bersorban ? @Dendee_: Jakarta Dikepung Banjir Di Mana Gubernur ... http://m.tmi.me/1eVcys?",3,,,
@tm_haris,12/28/2014,Demi menjaga marwah Jokowi-Ahok :D RT @maspiyungan: Tak Liput Banjir Jakarta  Metro TV Dibanjiri Sindiran Netizen http://goo.gl/fb/BQZjQc?,1,,,
@aihaibaraq,12/28/2014,[FOTO] LAPORAN LAPANGAN BANJIR JAKARTA 26 DES 2014 - Chirpstory http://chirpstory.com/li/245036? via @chirpstory,3,,,
@PuisiSelamat,12/28/2014,#Sabtu    PKS Jakarta @PKSJakarta     :Hujan Deras  Banjir Merendam Rumah di Kecamatan Kebon Jeruk: Hujan der...  http://goo.gl/PGI95U?,3,,,
@7oelviy,12/28/2014,Bencana Banjarnegara  banjir Bandung &Jakarta  kebakaran Pasar Klewer Solo  hilangnya Air Asia... Masih yakin mau hura2 pesta tahun baru?,3,,,
@chirpstory,12/28/2014,Dibaca ratusan kali: ?[FOTO] LAPORAN LAPANGAN BANJIR JAKARTA 26 DES 2014? dari .@SandiIswahyudi http://chirpstory.com/li/245036?,3,,,
@aqse,12/28/2014,"Berlagak ""Buta"" Soal Banjir Jakarta  Media Ansharul Bathil Kafir Sepilis Metro TV Dibanjiri... http://fb.me/2uKgeVQS8?",1,,,
@Octaviansyah72,12/28/2014,Yosh! bulan 2 jakarta wajib banjir :v semoga besarlah dr tahun lalu wkwk http://fb.me/71blYmx54?,2,,,
@Nashifafifii,12/28/2014,Di penghujung tahun bnyk bgt musibah. Dari Banjir Bandung - Jakarta  Pasar Klewer Habis kebakar  sekarang Atrium senen  dan Pesawat Hilang.,3,,,
@DheaLubis2,12/28/2014,Desc+imprs anggota keluarga lo ? Desc: \n\nPapa: baik bangett  jarang marah  marahnya kayak banjir jakarta 5tahun ... http://ask.fm/a/bl342cgl?,2,,,
@gitaluna,12/28/2014,#catet RT @maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://goo.gl/fb/52oqzX?,2,,,
@Kopdar_Jakarta,12/28/2014,Nah  ini pas penyuluhan penyakit pasca banjir oleh rekan2 TBM (Tim Bantuan Medis) UMY. Warga sangat antusias :) pic.twitter.com/kcnhidNMoB,2,,,
@Kopdar_Jakarta,12/28/2014,Oke  kegiatan #ResponBanjirBandung hari ini adalah :\n1. Pelayanan kesehatan\n2. Penyuluhan penyakit pasca banjir\n3. Psikososial\n4. Assesment,2,,,
@anugerahtuhan_,12/28/2014,Info #Bencana #Banjir #BanjiJKT #Kebakaran #PohonTumbang #Genangan dll  di wilayah jakarta follow @BPBDJakarta,2,,,
@PuisiSelamat,12/28/2014,#Sabtu    Info Jakarta @infojekardah     :Sabtu Pagi  Jakarta Timur Banjir Lagi - http://Tempo.co?? http...  http://goo.gl/PGI95U?,3,,,
@imakhuzhaimah,12/28/2014,RT @maspiyungan: Katanya Ahok Siap Mati Untuk Jakarta  Eh Jakarta Banjir  Ditinggal Mudik http://goo.gl/fb/9Cjq24?,2,,,
@imakhuzhaimah,12/28/2014,RT @ZackyMadridista: ???Tak Liput BANJIR JAKARTA  @Metro_TV dibully netizen???\n @PutraNababan @jonru https://twitter.com/ZackyMadridista/status/548999155415146496/photo/1pic.twitter.com/LlXcYdNeER?,2,,,
@SandiIswahyudi,12/28/2014,Abal-abalkah TUDUHAN ke Metro TV Tak Siarkan BANJIR Jakarta? has been Chirpified. http://chirpstory.com/li/245065?,2,,,
@DaelamiRidwan,12/28/2014,@maulina33: maaf Banjir jakarta bukan urusan saya @jokowi_do2  pic.twitter.com/mc6ApuVL11 jokobodo,2,,,
@datinyennie,12/28/2014,"Ga usah sesumbar  se DKI aja dulu beresin banjirnya  ""@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://goo.gl/fb/52oqzX?""",2,,,
@ie_ing,12/28/2014,Tak Liput Banjir Jakarta  Metro TV Dibanjiri Sindiran Netizen http://muslimina.blogspot.com/2014/12/tak-liput-banjir-jakarta-metro-tv.html??,1,,,
@atjehraya,12/28/2014,Mahasiswa Aceh Galang Bantuan Banjir di Jakarta http://aceh.tribunnews.com/2014/12/28/mahasiswa-aceh-galang-bantuan-banjir-di-jakarta?utm_source=twitterfeed&utm_medium=twitter?? via @serambinews,2,,,
@Ikhsan_Azies,12/28/2014,Wahai presiden kami yang baru  kamu harus dengar suara ini #Metropolis #Banjir #Jakarta #monochrome? http://instagram.com/p/xJ_X67yu0P/?,2,,,
@Chandra_kaka,12/28/2014,jakarta mulai banjir,3,,,
@LieraCintaIdola,12/28/2014,Mami @dewiperssik12 dgn mas Tommy Soeharto bahas Jakarta yg banjir ??,2,,,
@irmask,12/28/2014,Wakwakwak... Cahyo Kumolo bilang 1.5thn Jokowi jd Gubernur Jakarta sudah bisa membenahi banjir ... Hahahaha :-D,2,,,
@MullSaja,12/28/2014,Lalu saat ARB dan SBY berlibur keluar negeri  mereka mencibir. Mengurusi liburan Orang. Lalu kabar Ahok dengan Banjir Jakarta Gimana?,2,,,
@titymargana,12/28/2014,"Hayah.. Dah terkontaminasi.. Kerja sek pak.. ""@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?""",2,,,
@kuntum_lili,12/28/2014,Tak Berani Liput Banjir Jakarta  Metro TV di 'Serbu' Netizen http://wp.me/p4zUSZ-18D? semoga mimin @Metro_TV baca.,1,,,
@Kenzo_Hamtaro,12/28/2014,Ahok bilang banjir tak > 1 hari? TERNYATA??? ?@MustofaNahra @maspiyungan: Djarot Sesumbar Banjir #Jakarta Tak Lama http://dlvr.it/7xxNJG??,2,,,
@AlieRobin,12/28/2014,"Blom tau jakarta dia@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://bit.ly/1tr2mdx?""",2,,,
@khoirulrach,12/28/2014,[PERKOTAAN] Drainase Buruk Penyebab Banjir Jakarta http://kom.ps/AFowbQ? lewat @kompascom,2,,,
@jibilii,12/28/2014,"Kok Sumbar dibawa2 Rot..?.""@TommySoeharto62: Betul @PelitaOnlinePOL: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://goo.gl/60NyQT?""""",2,,,
@arifin_alif,12/28/2014,"Yg sekarang jd presiden jg begitu anggap enteng banjir ""@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://bit.ly/1tr2mdx?""",2,,,
@FeryMokoginta,12/28/2014,"Betul tdk lama hanya datang saat musim hujan saja ""@PelitaOnlinePOL: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://goo.gl/60NyQT?""",2,,,
@rfarid9,12/28/2014,@Metro_TV Semoga metrotv segera menayangkan Peristiwa banjir di jakarta,2,,,
@gabriella_feby,12/28/2014,"banjir di jakarta sudah parah dan dapat di perparah jika memmbuang sampah sembarangan #NETMILIUNER_4 siap 86 ""NT""pic.twitter.com/CsCyg5sdwT",3,,,
@suaralit,12/28/2014,"Jabar kelelep air:)@MustofaNahra: Maklum pendatang @dheryudi@maspiyungan:Djarot Sesumbar Banjir di Jakarta tdk Lama http://dlvr.it/7xxNJG?""""",2,,,
@Brother_Jst,12/28/2014,[PKSENJOY] Djarot Sesumbar Banjir di Jakarta Tidak Lama http://bit.ly/1tr2mdx? #PrabowoPresidenRAKYAT,2,,,
@pks_mtr_pisbar,12/28/2014,Djarot Sesumbar Banjir di Jakarta Tidak Lama: Banjir di Jakarta?Keempat pompa di rumah pompa Kartini  Jalan Ka... http://bit.ly/1tr2mdx?,2,,,
@roziputranasrun,12/28/2014,Datuk @irwanprayitno yg boleh Se-Sumbar ;p RT @maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?,2,,,
@s4niesolo,12/28/2014,Stlah longsor banjarnegara  Banjir Bandung  Jakarta  Pasar Batik terbesar di indonesia Pasar Klewer Terbakar  Pesawat Airasia hilang.. ?,3,,,
@AFFANdroid,12/28/2014,Tidak lama lg makin tinggi  itu mngkin maksudnya RT @maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://bit.ly/1tr2mdx?,2,,,
@auliazein75,12/28/2014,"Sama saja Gub dgn wakil..RT ""@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://bit.ly/1tr2mdx?""",2,,,
@nanto_blek,12/28/2014,Takabbur...tdk ingat dia hanya seorang hamba Allah RT @maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://bit.ly/1tr2mdx?,2,,,
@SpecialBuatLoe,12/28/2014,Mahasiswa Aceh Galang Bantuan Banjir di Jakarta - Serambi Indonesia http://dlvr.it/7xxvPr? #infoJKT,2,,,
@NetizenTofa,12/28/2014,"Maklum pendatang RT @dheryudi: Wagubnya ketularan.. @maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?""",2,,,
@Kangsyam78,12/28/2014,jika Jakarta dipindah ke Blitar RT @maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?,2,,,
@robbyiswandimur,12/28/2014,"Maksudnya umur Djarot yg gak lama Lagi...RT""@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?""""",2,,,
@desdessoy,12/28/2014,Banyak cabecabean jaaahaha @Opale_ID: Jakarta suka banjir karena.......,2,,,
@winprakarsa,12/28/2014,Kesombongan akan menemukan Batunya sendiri RT @maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?,2,,,
@_MIPray4Gaza,12/28/2014,@MIdotcom: Jokowi Inginkan Papua Maju  http://bit.ly/1AbSuou? pic.twitter.com/AKzCDI2viU jakarta masih banjir pdhl janji duluan ke jakarta,2,,,
@gadhyl,12/28/2014,"Ketularan EBOLA juga nih Orang RT""@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?""",2,,,
@PuisiSelamat,12/28/2014,#Sabtu    Info Jakarta @infojekardah     :Sabtu Pagi  Jakarta Timur Banjir Lagi - http://Tempo.co?? http...  http://goo.gl/PGI95U?,3,,,
@HendraHaditya,12/28/2014,"Saya kok pesimis klo blm apa2 udah omong besar..""@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?""",2,,,
@abi_ranto,12/28/2014,"mulai bohong lg nih sbntar slesai?  ""@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?""""",2,,,
@AlfiahEbo,12/28/2014,"Astaufirullah mendahului yg kuasa""@maspiyungan: Djarot Sesumbar Banjir di Jakarta Tidak Lama http://dlvr.it/7xxNJG?""",2,,,
@MacapatCafe,12/28/2014,Kenapa ada banjir dan bandung dan jakarta? Padahal dimana-mana juga banjir #semuadipertanyakan,3,,,
